ID,Solubility,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
B-968,-0.5752,184.235,1.7124,48.3118,13,2,1,3,3,74,0,1,1,1,54.37,78.13517686,2.5856462,242.5544132
B-969,-3.6402,392.58,4.4779,108.6474,28,3,3,4,4,160,0,4,4,4,77.76,169.6538184,1.554822018,605.4125685
B-970,-5.2795,268.356,3.7375,77.7068,20,2,1,2,0,104,1,2,3,4,37.3,119.0593679,1.774238223,628.3054351
B-971,-2.6994,300.266,1.3296,75.5552,22,6,4,6,0,112,1,0,3,4,107.22,124.446524,2.029475007,829.2829405
B-972,-5.1495,465.631,2.5649,123.0469,33,5,5,7,6,188,0,4,4,4,127.09,196.8893207,1.486866043,759.0641408
B-973,-3.6174,414.41,2.4092,103.4048,30,8,1,8,4,158,2,1,3,5,92.68,172.7574522,1.741510961,991.4325051
B-974,-0.8462,350.853,0.44994,99.0798,25,3,2,5,1,126,4,0,0,4,68.81,152.0638527,1.82E-06,1087.738079
B-978,-3.5889,287.144,1.0391,61.8026,20,8,0,13,5,106,1,0,0,1,175.8,108.1382178,3.769454573,592.6369168
B-979,0.0119,346.332,-2.8015,77.0208,24,9,6,9,4,136,0,1,3,3,149.07,137.5577793,1.749346891,505.1731947
B-981,-2.3566,164.204,2.31006,47.6123,12,1,1,2,1,64,1,0,0,1,37.3,71.84692743,3.379814336,303.6056187
B-982,-2.0496,168.148,1.10442,41.4679,12,3,3,4,1,64,1,0,0,1,77.76,68.7055107,3.379814336,306.8248997
B-984,-3.0905,246.306,2.4196,66.722,18,3,0,3,0,96,0,2,3,3,43.37,106.8883305,2.098956532,499.8681035
B-985,-4.1577,290.447,3.9591,82.7408,21,2,1,2,0,118,0,4,4,4,37.3,128.2406403,1.637539377,458.4827066
B-986,-0.0173,185.223,-0.0854,46.3226,13,3,2,4,1,74,0,2,2,2,60.77,77.15694891,2.214593869,230.8997039
B-987,-1.9849,193.166,-1.5778,47.815,14,7,0,7,0,72,2,0,0,2,82.67,77.65263253,3.190149418,611.4867559
B-988,-4.3087,244.29,3.3103,72.171,18,3,0,3,3,94,2,0,0,2,39.44,105.6930015,2.673114418,646.3265679
B-989,-5.5083,322.317,3.8881,83.5228,23,6,0,8,6,124,1,0,0,1,112.58,132.6072979,3.554156211,676.7898291
B-990,-1.9249,168.236,1.8416,45.501,12,2,0,2,0,68,0,2,2,2,26.3,73.28713508,2.136193164,200.0152603
B-992,-2.106,202.213,0.8336,55.5798,15,4,1,4,0,76,2,0,1,3,55.12,85.80708614,2.461362041,588.6478823
B-993,0.6484,204.273,0.8972,59.047,15,3,0,3,0,80,1,1,2,3,25.24,89.32531085,2.096911174,437.4934142
B-994,-2.1183,164.124,-0.9936,40.7794,12,4,2,6,0,60,2,0,0,2,91.5,65.31470378,3.09393227,526.5493905
B-995,-0.6608,183.163,-0.1759,42.7195,13,3,2,5,3,70,0,0,1,1,83.47,74.42707388,2.721633094,316.1057163
B-996,-0.1739,164.157,-2.8054,34.651,11,5,5,5,0,66,0,1,1,1,101.15,63.52929921,2.625358332,124.9343323
B-997,-5.4752,198.309,4.53164,66.627,15,0,0,0,1,78,0,0,2,2,0,92.29223278,2.712014364,452.0917318
B-998,-0.7418,446.405,-2.8848,98.8033,31,12,6,12,6,174,1,2,2,3,184.6,176.6586391,1.677896074,744.3533378
B-999,-2.4842,145.161,1.5281,44.5687,11,1,1,2,0,54,2,0,0,2,32.86,63.49423773,3.030789901,425.2608209
B-1000,-3.0585,240.258,3.41822,71.1854,18,3,3,3,0,90,3,0,0,3,60.69,103.5423756,2.61392772,775.6298966
B-1001,-5.1655,195.138,-2.1181,48.0175,14,5,4,8,0,72,2,0,0,2,137.49,74.81611657,3.114507382,663.4469162
B-1002,-2.0568,148.161,1.7844,43.1118,11,1,1,2,2,56,1,0,0,1,37.3,64.79238228,2.947980343,274.8740242
B-1003,-0.8786,151.209,1.0672,45.0512,11,2,2,2,2,60,1,0,0,1,46.25,66.66035391,2.767917781,208.0625348
B-1004,0.4433,180.156,-3.2214,35.986,12,6,5,6,1,72,0,1,1,1,110.38,68.64284444,2.634408987,146.2188491
B-1005,-2.5113,188.226,2.575,54.1358,14,2,1,2,1,72,1,0,1,2,37.3,82.88137747,2.22177716,365.1679361
B-1006,0.7898,162.236,1.8962,48.8317,12,2,1,2,1,64,1,1,1,2,24.92,73.0197927,2.082510087,226.8537122
B-1007,0.8534,140.138,0.5901,35.6944,10,3,3,3,1,54,1,0,0,1,60.69,58.17904649,3.090683646,232.2928705
B-1008,-4.6835,241.25,2.8414,69.4279,18,4,2,5,4,90,2,0,0,2,70.56,103.7795539,1.94825227,537.9226317
B-1009,-3.6835,241.25,0.895,66.2089,18,4,2,5,3,90,1,0,1,2,71.09,103.8888524,1.913527715,544.6146011
B-1010,-1.0427,119.167,1.6546,38.6357,9,1,1,1,0,46,1,0,1,2,12.03,54.70531838,2.53519474,194.5625496
B-1011,-0.527,84.118,1.1515,25.495,6,1,0,1,1,34,0,0,0,0,17.07,37.67093855,3.504031828,72.00763014
B-1012,0.8789,88.106,0.3792,21.366,6,2,0,2,0,36,0,1,1,1,18.46,37.05533668,2.18410557,38.81274391
B-1013,-1.7565,110.156,1.3755,30.455,8,1,0,1,0,44,0,2,2,2,17.07,49.07876351,2.21656349,128.3485155
B-1014,-1.377,200.102,-0.5916,39.1014,14,6,3,7,1,74,0,0,1,1,121.13,76.52467928,3.186501178,382.842491
B-1015,-1.5216,166.176,1.6034,44.6633,12,3,1,3,2,64,1,0,0,1,46.53,70.59553054,3.13430025,304.6419995
B-1016,-0.0687,117.148,0.1984,30.5192,8,2,2,3,3,48,0,0,0,0,63.32,48.49466603,3.318087197,82.49785514
B-1018,-2.0798,150.221,2.82402,46.9328,11,1,1,1,1,60,1,0,0,1,20.23,67.68540533,3.051645449,251.0497318
B-1019,-1.922,247.338,2.7625,71.5562,18,3,1,3,2,98,1,1,1,2,38.33,108.5349805,1.992713838,413.761595
B-1020,-1.3019,165.148,0.7097,42.7075,12,2,2,4,1,62,1,0,0,1,66.4,68.82842748,2.650397773,294.4310995
B-1021,-3.2959,197.665,1.9317,53.6257,13,1,1,3,4,70,1,0,0,1,29.1,82.90582209,2.310042823,260.8870727
B-1022,-1.9202,158.113,-1.1779,34.5019,11,3,3,6,2,60,0,0,0,0,109.49,61.67796939,3.877958683,220.5223074
B-1023,-4.9432,242.412,3.0106,63.63,12,6,0,6,2,70,0,0,0,0,18.46,91.15479469,3.402570683,141.6270751
B-1025,1.236,58.08,0.4067,15.436,4,1,0,1,0,24,0,1,1,1,9.23,25.57684933,2,11.2451125
B-1027,1.065,86.09,0.6471,22.4498,6,1,1,2,1,34,0,0,0,0,37.3,36.10023019,3.301627872,73.61727061
B-1029,-0.0529,94.117,0.6638,28.6494,7,2,1,2,0,36,1,0,0,1,38.91,41.9909418,3.02146531,136.0075042
B-1031,-1.6029,120.242,1.4664,34.65,6,2,0,2,0,36,0,1,1,1,0,47.07446627,2,21.01955001
B-1034,-2.3666,159.081,2.1972,38.765,7,1,0,3,4,44,0,0,0,0,0,58.56371985,2.447472888,28.8707654
B-1035,-2.8516,142.11,0.268,33.5516,10,2,2,4,3,54,0,0,0,0,74.6,57.09626724,3.730805715,167.9244972
B-1036,-0.6333,152.922,0.90248,19.633,3,1,0,2,0,16,0,0,0,0,23.79,32.39366883,2.475534206,26.26466251
B-1037,-2.3586,137.02,2.1798,28.68,5,0,0,1,0,32,0,0,0,0,0,41.70162498,3.023715784,19.11941548
B-1040,-5.5111,460.611,3.7687,123.0876,33,6,2,6,4,184,0,3,4,4,100.9,196.7013974,1.545379332,883.5326936
B-1041,-2.3381,196.031,-1.2955,30.7086,13,8,0,12,4,72,0,0,0,0,172.56,67.35115392,5.601028024,231.0093771
B-1042,-1.2994,398.503,1.2035,108.6658,29,6,1,6,4,156,1,2,5,6,54.4,171.571197,1.328591224,836.4118944
B-1043,-2.1562,239.275,-0.0129,60.1274,17,4,2,6,2,94,0,2,2,2,78.51,99.7211342,2.300555877,340.9731567
B-1045,-7.3166,414.63,5.7139,117.7008,30,3,1,3,0,168,0,5,6,6,38.69,182.5244803,1.282198767,736.3902103
B-1046,-0.3962,504.438,-7.5714,101.2748,34,16,11,16,8,200,0,3,3,3,268.68,192.2300709,1.689764334,653.4429368
B-1047,-1.5412,224.237,3.3743,56.3355,14,4,0,5,9,86,0,0,0,0,44.76,86.54903431,3.965945885,143.6655644
B-1049,-1.9569,90.553,2.1489,25.284,5,0,0,1,0,30,0,0,0,0,0,37.44774057,3.143197306,41.60964047
B-1050,0.4298,72.107,0.5548,21.8998,5,1,1,1,1,30,0,0,0,0,20.23,31.93870809,2.847378923,38.91260938
B-1051,-1.8346,90.191,1.7147,28.739,5,1,1,1,1,32,0,0,0,0,0,38.98914403,2.539538861,17.60964047
B-1052,-2.4014,82.146,2.1386,29.628,6,0,0,0,1,34,0,0,0,0,0,39.18475554,3.567703455,66.03910002
B-1054,1.055,88.106,-0.0438,22.3618,6,2,1,2,1,36,0,0,0,0,37.3,36.78983322,3.257586161,56.56842503
B-1055,-3.7959,302.458,5.2062,89.5358,22,1,1,2,2,122,0,1,3,3,37.3,134.2322075,1.99874724,541.9104984
B-1056,-3.5932,306.446,2.9299,84.1306,22,3,2,3,0,124,0,4,4,4,57.53,133.0348741,1.689597318,489.0719678
B-1057,-0.8949,166.176,0.9787,43.6486,12,2,2,3,2,64,1,0,0,1,57.53,70.27621907,3.06001319,277.0849389
B-1060,0.7597,118.088,-0.2083,24.4356,8,2,2,4,2,46,0,0,0,0,74.6,45.74558908,3.827495625,103.2067179
B-1064,-4.5035,414.41,2.6239,103.8138,30,8,1,8,4,158,2,1,3,5,92.68,172.7574522,1.745584238,1005.278094
B-1066,-1.9247,210.185,1.2145,51.8928,15,4,1,5,4,80,1,0,0,1,72.83,86.23553999,3.508120619,397.0443758
B-1067,-0.5345,263.297,0.5011,71.066,19,3,0,6,1,102,1,0,0,1,60.93,111.7202013,3.174545745,485.166626
B-1069,-4.1938,302.953,3.4654,58.8078,13,2,1,4,0,66,2,0,0,2,33.12,91.8620446,2.966872934,470.3665095
B-1070,-3.0514,326.44,3.3972,95.1208,24,4,1,4,4,128,2,3,3,5,45.59,143.0030292,1.675556837,732.6506711
B-1071,0.5402,288.302,1.3332,63.5772,18,4,2,8,2,96,2,0,0,2,108.74,103.3703397,2.8455631,820.5667691
B-1073,-1.4091,205.217,0.5173,55.4089,15,3,3,5,3,78,2,0,0,2,92,85.90080251,2.323487371,492.1280873
B-1076,-0.3225,210.138,-3.4008,39.2988,14,6,6,8,5,82,0,0,0,0,155.52,77.65240831,4.45037786,201.8713939
B-1077,0.4321,218.137,-7.8238,36.12,14,7,5,8,5,78,0,0,0,0,141.28,101.9042858,0,175.562955
B-1078,-0.1798,453.84,-9.6581,72.24,27,14,10,15,10,165,0,0,0,0,282.56,162.2089149,-4.11E-07,384.9019347
B-1079,-1.2327,128.152,1.4463,31.2783,8,2,1,3,1,42,1,0,0,1,37.3,50.39246436,2.928375237,178.3185567
B-1080,-3.7606,134.222,3.11842,45.268,10,0,0,0,1,54,1,0,0,1,0,62.89117158,3.031327899,211.0332245
B-1081,-3.5214,332.224,1.9798,78.1834,24,8,2,10,5,122,2,0,0,2,160.88,132.4358447,2.493645209,816.8383345
B-1082,-2.0216,168.148,1.006,41.4409,12,4,3,4,1,64,1,0,0,1,77.76,68.7055107,3.36122511,330.0748997
B-1084,-1.5005,212.117,1.2012,46.7101,15,5,1,8,3,78,1,0,0,1,123.58,82.05805253,3.396348978,454.7936738
B-1085,-2.7469,184.239,1.0296,50.8681,13,2,2,4,4,74,0,0,0,0,72.19,78.18198199,4.270512086,211.6602413
B-1087,-4.7329,194.233,3.6986,63.1188,15,1,1,1,0,72,3,0,0,3,20.23,87.58896594,2.59796836,586.9571121
B-1088,-4.4363,180.25,3.7481,61.02,14,0,0,0,2,68,2,0,0,2,0,84.52877852,2.348637605,370.8060028
B-1090,-1.4249,156.185,1.9073,40.8282,11,4,2,4,2,62,0,0,1,1,61.69,65.22633595,2.711652073,177.2793871
B-1091,-3.1221,176.171,1.8016,49.036,13,3,0,3,1,66,2,0,0,2,39.44,74.55789392,2.746434018,484.7389948
B-1093,0.5864,144.105,-2.9459,30.7725,10,2,0,3,1,46,1,0,0,1,40.13,81.16550071,8.10E-07,208.1059085
B-1094,-4.0947,248.717,0.3829,66.9968,17,4,2,5,2,88,2,0,0,2,76.76,107.2529482,1.44E-06,516.7407894
B-1095,-3.3503,249.093,2.9353,58.59,15,3,0,5,4,82,1,0,0,1,35.53,97.88631659,2.539618273,352.5207794
B-1096,-1.9548,180.247,2.8305,53.0006,13,2,2,2,4,72,1,0,0,1,40.46,78.8445812,2.561779869,268.7928308
B-1097,-0.5946,157.257,1.9009,47.383,11,1,0,2,4,66,0,0,0,0,20.31,69.58014371,3.791570847,116.7311407
B-1099,-1.3971,311.888,1.2173,43.7808,6,1,1,3,2,38,0,0,0,0,20.23,64.78704525,2.754184786,27.97416845
B-1100,0.9823,104.178,-0.2899,30.7174,6,1,2,3,0,36,0,0,0,0,24.06,42.92763987,2.988160882,46.7548875
B-1101,1.0452,90.122,0.6252,23.48,6,2,0,2,2,38,0,0,0,0,18.46,38.06116783,2.754184786,24.72905595
B-1102,0.4369,160.169,0.962,38.2866,11,2,2,4,5,64,0,0,0,0,74.6,64.84041542,3.902977008,138.5195634
B-1103,-3.4994,134.222,3.11842,45.268,10,0,0,0,1,54,1,0,0,1,0,62.89117158,2.955063749,211.0332245
B-1104,-1.2615,171.631,1.50442,46.106,11,3,0,4,1,60,1,0,0,1,29.02,71.02862532,3.083430511,239.6126408
B-1108,-3.7068,299.349,2.7215,52.315,11,2,0,5,0,58,0,0,1,1,29.43,85.38580124,3.074239538,268.9574085
B-1109,-2.1325,195.218,0.6073,52.2943,14,3,3,4,4,76,1,0,0,1,69.56,82.19102337,2.67163069,307.6480789
B-1110,-3.0265,170.083,1.7859,43.554,9,1,0,3,5,56,0,0,0,0,3.24,66.93032772,3.175341082,53.01955001
B-1111,-1.6112,204.269,3.0431,61.343,15,2,0,2,5,80,1,0,0,1,26.3,90.57146222,2.344827167,314.5676548
B-1112,-1.6098,122.167,1.833,37.155,9,1,0,1,2,48,1,0,0,1,9.23,55.27483258,2.61489994,157.4784208
B-1113,-4.594,240.31,3.7502,75.7994,18,4,1,4,3,92,2,0,0,2,53.98,106.7648838,2.109655163,526.7253791
B-1114,-1.8392,138.122,1.3774,35.3778,10,2,1,3,2,52,1,0,0,1,50.44,57.58671155,2.637337779,233.3637149
B-1117,-1.8841,130.187,1.5956,36.088,9,2,0,2,3,54,0,0,0,0,26.3,56.20397104,3.168818865,86.91694058
B-1118,-0.1176,72.107,0.7952,20.031,5,1,0,1,1,30,0,1,1,1,9.23,31.94179145,1.998939485,30.62919048
B-1119,-1.3195,185.846,2.2474,26.994,4,0,0,2,0,24,0,0,0,0,0,42.14968532,2.549193338,19.21928095
B-1120,0.9032,124.965,0.3736,20.8798,4,1,1,2,1,26,0,0,0,0,20.23,33.7659745,1.974744871,8
B-1121,-0.0799,60.096,0.6527,17.55,4,1,0,1,1,26,0,0,0,0,9.23,26.58268049,1.974744871,5.245112498
B-1122,1.2211,60.1,-0.6598,18.1194,4,2,2,2,1,26,0,0,0,0,24.06,26.17405353,1.974744871,6
B-1124,-1.1443,116.16,1.348,31.519,8,2,0,2,0,48,0,0,0,0,26.3,49.83902893,3.551252924,89.19188266
B-1125,-7.9407,444.93,4.3104,111.402,24,6,0,12,0,144,0,1,1,1,55.38,154.1949203,3.240339767,332.3862385
B-1126,-7.3387,370.775,3.592,92.835,20,5,0,10,0,120,0,1,1,1,46.15,128.7238466,3.150538531,267.7823279
B-1127,-2.6177,207.319,2.2439,32.453,6,0,0,4,1,36,0,0,0,0,0,54.64642052,3.032354947,50.7548875
B-1128,-2.4036,127.014,2.5902,30.402,6,0,0,2,2,38,0,0,0,0,0,48.44060982,2.627214848,26.72905595
B-1129,-0.0557,227.362,-3.6486,17.882,7,4,0,5,0,36,0,0,0,0,80.26,80.59767656,-4.00E-08,30.67103446
B-1131,0.991,102.089,0.0501,22.9338,7,2,1,3,2,40,0,0,0,0,54.37,40.95135532,3.31801959,83.10802962
B-1132,-1.6996,135.217,-0.9368,36.7065,7,2,3,5,0,40,0,0,0,0,64.07,52.05139721,3.31801959,87.10802962
B-1133,-1.1185,126.111,0.4062,29.473,9,3,0,3,0,48,0,0,1,1,43.37,52.30511684,2.787143705,190.4796537
B-1134,-2.3752,118.607,2.5579,32.726,7,0,0,1,0,42,0,1,1,1,0,49.86139667,2.12291795,46.14170945
B-1135,-1.8648,161.157,-0.3468,37.098,11,3,3,5,5,64,0,0,0,0,100.62,63.815364,3.387645329,156.6612729
B-1136,-1.0006,102.133,0.8154,26.854,7,2,0,2,3,42,0,0,0,0,26.3,43.47408681,2.809982332,50.04184398
B-1137,-2.9587,184.02,2.2215,33.795,5,0,0,1,2,32,0,0,0,0,0,47.09591549,2.190609687,11.11941548
B-1139,-0.7181,114.959,1.3956,22.525,5,1,0,3,2,32,0,0,0,0,9.23,40.82427083,2.190609687,15.11941548
B-1140,-1.565,66.103,1.5025,22.897,5,0,0,0,0,26,0,0,1,1,0,31.81398227,2.609648109,58.10749561
B-1141,-0.6321,167.19,-1.8524,37.0924,10,3,3,7,3,60,0,0,0,0,118.77,58.67287515,3.692478072,215.1474279
B-1142,-1.9521,119.12,0.8507,27.7844,8,3,0,4,3,48,0,0,0,0,52.37,47.55463682,3.050078292,81.35260811
B-1143,-2.7324,106.596,2.4154,30.245,6,0,0,1,3,38,0,0,0,0,0,44.50228571,2.339092315,15.90013453
B-1144,0.1948,255.416,-2.8684,27.116,9,4,0,5,0,48,0,0,0,0,80.26,93.32756079,-7.20E-08,70.56842503
B-1145,-1.4403,131.175,1.1278,34.9904,9,2,1,3,3,54,0,0,0,0,52.32,55.17891963,3.00610503,91.05865003
B-1146,-2.4809,133.147,1.2408,32.4014,9,3,0,4,4,54,0,0,0,0,52.37,53.91957894,3.00610503,92.20389705
B-1147,0.1446,205.708,-2.8684,27.116,9,4,0,5,0,48,0,0,0,0,80.26,90.13941601,-7.20E-08,70.56842503
B-1150,1.0263,94.117,1.20386,25.077,7,2,0,2,2,36,0,0,0,0,47.58,42.98417885,2.768385579,90.22901184
B-1151,-8.4007,226.448,6.4876,75.986,16,0,0,0,13,98,0,0,0,0,0,104.2133827,2.828262413,92.60593782
B-1152,-2.7592,327.387,0.717,79.4781,21,5,3,9,4,112,2,0,0,2,132.35,122.2396927,2.26702834,842.3804816
B-1153,0.9825,104.105,-0.4598,23.6968,7,3,1,3,1,42,0,0,0,0,46.53,41.90337845,3.353075954,67.33515885
B-1154,0.1844,98.101,0.4895,24.716,7,2,0,2,0,38,0,1,1,1,26.3,41.77865263,2.65131022,101.2485618
B-1155,-4.3465,408.579,3.4487,110.0372,29,4,4,5,4,166,0,4,4,4,97.99,174.4480522,1.592996072,636.7605586
B-1156,-3.4264,408.362,3.0056,106.7736,30,8,2,8,4,152,4,0,0,4,127.18,168.1078075,2.089795414,1296.934233
B-1157,-3.2883,194.23,2.52222,53.8921,14,2,2,3,2,76,1,0,0,1,57.53,83.0061033,3.410504582,367.0405478
B-1159,-0.9895,195.222,-0.2947,55.1694,14,5,1,5,2,76,1,0,0,1,70.02,81.08868449,3.444759393,481.8109259
B-1160,-0.4018,252.23,-1.5622,58.3324,18,8,3,8,2,96,2,1,1,3,113.52,101.5062694,2.00195342,559.5561849
B-1161,-2.9758,189.17,2.4536,52.2672,14,3,1,4,1,70,2,0,0,2,63.37,79.56027713,2.895160177,507.6933122
B-1162,-3.2761,211.475,3.66082,47.8738,11,1,1,4,0,60,1,0,0,1,20.23,79.50037767,3.455546484,269.9774273
B-1164,0.4167,153.225,1.2022,43.431,11,2,0,2,0,62,0,2,2,2,20.31,67.56848141,2.122767128,162.4015466
B-1165,-0.1372,137.142,-0.3149,35.8906,10,3,2,4,1,52,1,0,0,1,68.01,58.03740422,2.852627929,221.6943549
B-1166,-3.1592,196.206,1.9658,53.2948,14,4,1,5,4,76,1,0,0,1,78.39,81.63264111,2.841458022,338.8289935
B-1167,-0.2919,118.088,-0.6676,24.032,8,4,0,4,0,46,0,0,0,0,52.6,46.38421203,3.643224946,92.60593782
B-1172,-1.3247,211.217,0.4423,53.7038,15,4,4,5,3,82,1,0,0,1,103.78,86.77528563,2.905062365,387.0088202
B-1173,-2.2815,191.186,1.2659,51.8475,14,2,2,4,3,72,1,0,0,1,66.4,80.86870868,2.540353585,356.8896772
B-1174,-3.3572,224.176,0.5469,53.0611,16,5,1,8,3,84,1,1,1,2,100.98,89.66932187,2.050709168,452.6457169
B-1175,-2.6049,181.191,0.3466,47.422,13,3,3,4,3,70,1,0,0,1,83.55,75.61610976,2.641763905,294.2330533
B-1178,-1.2722,267.64,-0.1495,49.064,15,4,0,5,6,84,0,0,0,0,80.26,103.824401,-1.80E-07,141.501378
B-1179,1.1303,74.079,-0.6225,16.8258,5,2,1,2,1,30,0,1,1,1,32.76,30.37108308,1.998939485,31.87430298
B-1183,0.6749,96.089,-0.2301,24.8577,7,2,1,3,0,36,1,0,0,1,45.75,40.03222118,3.275329776,175.3862124
B-1185,-1.335,162.185,-0.3171,38.9596,11,4,2,4,5,66,0,0,0,0,66.76,65.79243855,3.298262292,113.0082012
B-1186,0.2179,183.478,-2.4901,21.362,9,4,0,5,0,48,0,0,0,0,80.26,65.63474827,-7.20E-08,70.56842503
B-1187,-0.0206,98.145,1.375,31.213,7,1,0,1,4,40,0,0,0,0,9.23,44.29830076,2.679549207,49.20035948
B-1188,-0.4755,155.424,-3.2703,12.128,7,4,0,5,0,36,0,0,0,0,80.26,52.90486404,-4.00E-08,30.67103446
B-1189,-3.1404,331.627,3.1773,38.439,5,0,0,4,0,32,0,0,0,0,0,64.20944145,3.023715784,19.11941548
B-1190,-0.5145,98.098,-0.0845,15.9518,5,2,0,4,0,32,0,0,0,0,34.14,29.82568186,4.062942299,92.81635834
B-1192,0.1602,108.568,0.9961,27.0178,6,1,1,2,1,38,0,0,0,0,20.23,42.93157735,3.168489873,37.30296891
B-1193,-1.7705,229.93,-0.1773,32.6412,11,6,0,10,3,62,0,0,0,0,129.42,66.5657258,4.985152095,187.8281853
B-1194,-2.7894,369.417,1.9886,96.768,27,6,0,6,2,142,1,1,4,5,65.07,157.6161207,1.71308663,877.568097
B-1195,-4.2286,100.205,2.8326,34.363,7,0,0,0,2,44,0,0,0,0,0,46.92890371,3.360435143,38
B-1197,-2.732,70.135,1.8284,25.035,5,0,0,0,1,30,0,0,0,0,0,33.50941645,2.825749369,27.01955001
B-1198,-2.7307,70.135,1.9725,25.105,5,0,0,0,1,30,0,0,0,0,0,33.50941645,2.847378923,35.30296891
B-1199,-1.8108,90.553,1.8013,25.534,5,0,0,1,1,30,0,0,0,0,0,37.44774057,2.847378923,38.91260938
B-1200,-1.6138,110.971,2.3253,25.463,5,0,0,2,0,30,0,0,0,0,0,41.38606468,3.143197306,42.85475297
B-1201,-0.2122,108.568,0.9945,26.9958,6,1,1,2,1,38,0,0,0,0,20.23,42.93157735,2.993497243,28.52932501
B-1202,1.065,86.09,-0.216,19.48,6,2,0,2,1,34,0,2,2,2,25.06,36.04950552,1.915546702,53.9483369
B-1203,-4.6776,114.232,3.0786,38.91,8,0,0,0,1,50,0,0,0,0,0,53.29384583,3.623281004,56.92878689
B-1205,-4.2808,100.205,2.6885,34.293,7,0,0,0,2,44,0,0,0,0,0,46.92890371,3.144208207,37.30296891
B-1206,-0.7216,102.177,1.4133,31.1358,7,1,1,1,2,44,0,0,0,0,20.23,45.35819535,3.144208207,41.44467836
B-1208,-0.7062,102.177,1.4133,31.1358,7,1,1,1,2,44,0,0,0,0,20.23,45.35819535,3.144208207,41.44467836
B-1209,-0.8106,100.161,1.6215,30.136,7,1,0,1,2,42,0,0,0,0,17.07,44.7254837,3.353075954,64.58027135
B-1211,-1.103,181.029,1.4905,35.1888,8,1,1,3,2,48,0,0,0,0,37.3,57.02232294,3.637682548,90.42945954
B-1213,-1.3018,114.188,1.8675,34.683,8,1,0,1,2,48,0,0,0,0,17.07,51.09042581,3.651233579,72.38761556
B-1214,-0.3535,119.12,-1.2209,27.292,8,3,3,4,2,48,0,0,0,0,83.55,46.92395767,3.637682548,91.28421252
B-1215,-4.1254,400.383,2.3209,98.9266,29,8,2,8,3,152,2,1,3,5,103.68,166.0731986,1.751259414,989.2211783
B-1217,-2.4944,156.097,-0.1939,32.5063,11,3,3,6,2,58,1,0,0,1,103.28,60.50160745,3.157704006,274.6859916
B-1218,0.1076,260.135,-3.7176,46.9511,16,7,7,10,2,96,0,1,1,1,167.91,89.78092262,2.86703261,273.7237977
B-1219,-2.3,182.175,1.1529,45.3983,13,4,1,4,3,70,1,0,0,1,55.76,75.70907577,2.710721902,295.4211053
B-1221,-0.5395,173.168,-0.6187,39.7383,12,3,3,5,2,68,0,1,1,1,86.63,69.38444645,2.665364344,181.5830568
B-1222,-4.222,194.237,2.9702,63.6614,15,2,1,2,0,72,3,0,0,3,38.91,87.35427086,2.532561174,644.1543647
B-1223,-1.933,214.264,2.4536,62.8036,16,2,2,2,3,82,2,0,0,2,40.46,94.80684906,2.20146146,381.5030339
B-1225,-2.3478,149.237,2.3936,49.6104,11,1,1,1,2,60,1,0,0,1,26.02,68.23106227,3.095198252,218.378135
B-1226,-4.4001,207.07,3.6023,51.648,11,0,0,1,0,54,2,0,0,2,0,73.98061526,2.828901216,379.2844904
B-1227,-2.3925,145.161,1.9404,43.4078,11,2,1,2,0,54,2,0,0,2,33.12,64.12694938,2.828901216,383.9744463
B-1228,-2.5038,145.161,0.7275,39.9497,11,1,0,2,0,54,2,0,0,2,37.2,64.12694938,2.828901216,383.9744463
B-1230,0.7953,160.22,1.6722,48.7377,12,2,1,2,1,62,1,0,1,2,24.92,72.33018967,2.146552479,266.4268853
B-1231,-0.5916,156.188,2.1436,47.468,12,2,0,2,1,58,2,0,0,2,25.78,70.92779329,2.45714948,305.2315896
B-1232,-2.5243,152.182,1.01549,39.0734,10,3,2,5,0,50,2,0,0,2,57.36,61.33995226,3.007619547,364.9401974
B-1236,-4.8179,302.414,4.002,87.21,22,3,0,3,5,120,0,1,2,2,43.37,132.6643271,2.067252684,573.487716
B-1237,-0.7845,132.119,-0.8722,29.8169,9,2,3,5,2,52,0,0,0,0,92.42,51.8411082,3.632432152,133.7744375
B-1238,-1.8614,150.221,2.6897,46.8068,11,1,1,1,0,60,1,0,0,1,20.23,67.68540533,3.059901692,245.2948443
B-1239,-1.3054,202.007,2.3573,40.7964,10,2,0,4,1,52,1,0,0,1,43.14,65.95192645,3.069899266,261.6796584
B-1241,0.2872,344.313,-5.7612,70.8322,23,11,9,11,8,138,0,1,1,1,200.53,131.1229774,2.885103447,340.9686272
B-1242,0.4656,342.297,-5.3972,68.6194,23,11,8,11,4,136,0,2,2,2,189.53,130.4364577,1.939810292,380.0184384
B-1243,-1.663,184.107,1.2086,41.4156,13,5,1,7,2,68,1,0,0,1,106.51,71.53158832,3.263407613,343.0374025
B-1244,-2.1339,245.028,1.8455,48.0606,13,2,2,5,2,68,1,0,0,1,74.6,81.94034666,3.202105438,372.406818
B-1246,0.9621,109.128,0.5739,30.1598,8,2,1,2,1,42,1,0,0,1,33.12,47.81022697,2.832085835,149.8745239
